	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs	Utah Expression 24vs35 PermutedAUCs	Ontario Expression 24vs35 PermutedAUCs	Utah Expression 0124vs35 PermutedAUCs	Ontario Expression 0124vs35 PermutedAUCs	Lim PermutedAUCs	Bellacosa Breast PermutedAUCs	NumControlNonMut	NumControlMut	NumCancerNonMut	NumCancerMut	Utah Exome 24vs35	Rank.p.value	Rank.p.value
BIOCARTA_GRANULOCYTES_PATHWAY	0.3805361	0.3716518	0.5390649	0.6055556	0.6133333	0.6388889	0.969	0.961	0.242	0.075	0.247	0.184	16	0	19	0	NA	0.990470154207404	0.680852307627455
REACTOME_SPHINGOLIPID_METABOLISM	0.5437063	0.5145089	0.612368	0.568254	0.7333333	0.1805556	0.261	0.46	0.021	0.176	0.071	0.99	15	1	16	3	0.299008846014946	0.710741117810742	0.681894186891876
KEGG_GALACTOSE_METABOLISM	0.761655	0.6205357	0.6618401	0.6246032	0.5333333	0.125	0.001	0.059	0.001	0.046	0.454	0.996	13	3	17	2	0.99854262983839	0.213299111928643	0.682868652253437
ST_WNT_BETA_CATENIN_PATHWAY	0.6404429	0.5814732	0.6085973	0.6309524	0.6133333	0.04166667	0.009	0.147	0.035	0.037	0.241	1	16	0	18	1	0.283260628088936	0.176380326124611	0.683010647578947
REACTOME_EGFR_DOWNREGULATION	0.7301865	0.5948661	0.7108597	0.5333333	0.7466667	0.2916667	0.001	0.123	0.001	0.294	0.067	0.925	14	2	17	2	0.998542629838389	0.254470310568597	0.686403089532353
BIOCARTA_WNT_PATHWAY	0.6582168	0.5920759	0.6487179	0.5365079	0.7733333	0.3194444	0.004	0.125	0.005	0.324	0.036	0.894	15	1	18	1	0.998542629836967	0.319070776875761	0.686469941292654
REACTOME_METABOLISM_OF_NITRIC_OXIDE	0.5641026	0.4642857	0.6232278	0.5904762	0.7333333	0.06944444	0.157	0.688	0.008	0.101	0.065	1	16	0	19	0	NA	0.893334187389664	0.689700174076551
REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	0.6858974	0.3677455	0.6627451	0.4880952	0.6933333	0.7083333	0.002	0.966	0.002	0.562	0.095	0.081	13	3	17	2	0.99854262983839	0.812562064186668	0.690022718593426
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.6410256	0.4341518	0.6217195	0.5269841	0.6666667	0.6805556	0.011	0.829	0.015	0.371	0.133	0.134	16	0	19	0	NA	0.72680343183046	0.693392238446975
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.6917249	0.4587054	0.6313725	0.5309524	0.8	0.625	0.002	0.697	0.016	0.342	0.028	0.205	15	1	19	0	0.999999002165685	0.770494321589286	0.694983683073587
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.6433566	0.5948661	0.5797888	0.5873016	0.7866667	0.2638889	0.015	0.101	0.092	0.104	0.035	0.931	15	1	18	1	0.998542629836967	0.411566310138661	0.697765595598798
REACTOME_SIGNALING_BY_WNT	0.6284965	0.4559152	0.5870287	0.5095238	0.7733333	0.8194444	0.021	0.718	0.075	0.447	0.028	0.022	14	2	19	0	0.999999999670207	0.928709882674426	0.700289752356846
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.5810023	0.4765625	0.5493213	0.5031746	0.6533333	0.5277778	0.097	0.638	0.185	0.453	0.161	0.445	12	4	7	12	0.0135563277433403	0.433834889956132	0.702695760103096
REACTOME_DEADENYLATION_OF_MRNA	0.6043124	0.5351562	0.6358974	0.5166667	0.8133333	0.04166667	0.062	0.318	0.012	0.404	0.02	1	16	0	19	0	NA	0.631223855209072	0.704440493915193
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.5722611	0.5133929	0.5855204	0.5595238	0.2666667	0.8194444	0.136	0.402	0.076	0.199	0.94	0.018	13	3	15	4	0.479819232415823	0.784372505252668	0.704542231898567
REACTOME_CYCLIN_A1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.5518648	0.5915179	0.5285068	0.6063492	0.1866667	0.5555556	0.212	0.118	0.304	0.059	0.982	0.382	16	0	18	1	0.283260628088936	0.409171368990833	0.705378207431199
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.6206294	0.5435268	0.4678733	0.5809524	0.7866667	0.3333333	0.033	0.302	0.69	0.138	0.03	0.883	12	4	13	6	0.392434653256401	0.552377340546902	0.707858072880631
BIOCARTA_VIP_PATHWAY	0.6649184	0.5491071	0.7499246	0.468254	0.7333333	0	0.005	0.27	0.001	0.68	0.072	1	16	0	18	1	0.283260628088936	0.208619067148077	0.711150329177814
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.6724942	0.547433	0.6485671	0.5134921	0.8	0.6805556	0.004	0.278	0.009	0.44	0.032	0.116	12	4	18	1	0.999999999671828	0.689697491116193	0.714985731282586
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.513986	0.6796875	0.5911011	0.681746	0.7866667	0.02777778	0.424	0.01	0.057	0.003	0.033	1	15	1	19	0	0.999999002165685	0.688101365021792	0.718748761079108
KEGG_GAP_JUNCTION	0.5719697	0.5217634	0.5758673	0.5412698	0.7733333	0.6388889	0.126	0.396	0.092	0.263	0.034	0.197	11	5	14	5	0.998542629838389	0.854573004675656	0.718825709093997
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.7255245	0.6205357	0.6509804	0.5039683	0.72	0.75	0.001	0.062	0.006	0.499	0.077	0.055	14	2	18	1	0.998542631568869	0.236937688865927	0.719440812190459
REACTOME_VPR_MEDIATED_NUCLEAR_IMPORT_OF_PICS	0.6264569	0.3950893	0.6874811	0.4111111	0.8	0.1944444	0.03	0.924	0.002	0.891	0.026	0.985	15	1	18	1	0.998542629836967	0.883103590522781	0.721931415748111
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.5477855	0.5	0.5276018	0.5968254	0.68	0.375	0.221	0.488	0.326	0.087	0.138	0.813	15	1	16	3	0.299008846014946	0.712572569074298	0.7228652168449
REACTOME_TRANSFORMATION_OF_LANOSTEROL_TO_CHOLESTEROL	0.6142191	0.6015625	0.6277526	0.6309524	0.4	0	0.042	0.107	0.02	0.043	0.749	1	16	0	18	1	0.283260628088936	0.258102960751533	0.723514068625064
BIOCARTA_NOS1_PATHWAY	0.5710956	0.6462054	0.6419306	0.6015873	0.2133333	0.2638889	0.143	0.045	0.005	0.076	0.975	0.946	16	0	19	0	NA	0.38776056946503	0.723752848970676
REACTOME_DUAL_INCISION_REACTION_IN_TC_NER	0.6011072	0.5948661	0.5659125	0.5833333	0.7866667	0.5277778	0.049	0.117	0.115	0.127	0.03	0.44	15	1	19	0	0.999999002165685	0.713066041939198	0.725153171011562
REACTOME_FANCONI_ANEMIA_PATHWAY	0.6590909	0.6595982	0.614178	0.6960317	0.7066667	0.2361111	0.009	0.022	0.018	0.006	0.085	0.971	14	2	19	0	0.999999999670207	0.436298905995868	0.726762235878962
REACTOME_HORMONE_BIOSYNTHESIS	0.6142191	0.5658482	0.5447964	0.5420635	0.5733333	0.7638889	0.03	0.208	0.218	0.273	0.351	0.041	13	3	14	5	0.326763027852778	0.424106907781128	0.7268494052567
BIOCARTA_KREB_PATHWAY	0.530303	0.5212054	0.6509804	0.5944444	0.1333333	0.3194444	0.336	0.398	0.004	0.091	0.996	0.902	16	0	19	0	NA	0.833273095542	0.726868088703157
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.57838	0.5513393	0.6325792	0.552381	0.5733333	0.2638889	0.106	0.273	0.012	0.23	0.311	0.942	16	0	18	1	0.283260628088936	0.477727744958179	0.730023191860905
ST_MYOCYTE_AD_PATHWAY	0.5183566	0.5647321	0.4174962	0.5666667	0.2133333	0.6388889	0.376	0.207	0.928	0.167	0.971	0.194	16	0	16	3	0.0584014564040313	0.349380285642863	0.733366122783316
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.6118881	0.6138393	0.6579186	0.6515873	0.7066667	0	0.044	0.079	0.003	0.018	0.108	1	15	1	19	0	0.999999002165685	0.657128505963007	0.735046037398407
BIOCARTA_RAB_PATHWAY	0.5384615	0.5457589	0.4238311	0.5611111	0.8	0.25	0.295	0.283	0.909	0.2	0.017	0.966	16	0	19	0	NA	0.762249867596934	0.735513350505524
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.6509324	0.4481027	0.6093514	0.5531746	0.7733333	0.4722222	0.011	0.739	0.028	0.213	0.041	0.581	11	5	15	4	0.998542629838389	0.814688190999228	0.737281503938975
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	0.4504662	0.5959821	0.5855204	0.7055556	0.7866667	0.01388889	0.781	0.125	0.061	0.001	0.036	1	15	1	19	0	0.999999002165685	0.904938995136289	0.737734097407425
REACTOME_DOWN_STREAM_SIGNAL_TRANSDUCTION	0.6532634	0.5133929	0.5882353	0.5015873	0.7733333	0.75	0.014	0.419	0.066	0.503	0.046	0.046	12	4	16	3	0.998542629838389	0.709511504947154	0.743518498067025
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.743007	0.5412946	0.6904977	0.5730159	0.68	0	0.001	0.322	0.002	0.16	0.133	1	16	0	19	0	NA	0.185067935274714	0.743730690940768
BIOCARTA_CTLA4_PATHWAY	0.5635198	0.5	0.5064857	0.4769841	0	0.8611111	0.175	0.516	0.458	0.642	1	0.007	16	0	17	2	0.126223639753789	0.559588693347391	0.744479732738744
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.5518648	0.5719866	0.5647059	0.5714286	0.3333333	0.7222222	0.201	0.175	0.134	0.145	0.868	0.075	14	2	16	3	0.441554681299689	0.648244304509092	0.744894127451359
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRON_CONTAINING_TRANSCRIPT	0.6888112	0.3113839	0.6588235	0.415873	0.8	0.3472222	0.002	0.999	0.002	0.892	0.025	0.854	14	2	18	1	0.998542631568869	0.840698182025513	0.74500365942643
BIOCARTA_THELPER_PATHWAY	0.6853147	0.46875	0.7384615	0.5174603	0.72	0.09722222	0.005	0.685	0.001	0.423	0.088	0.999	16	0	19	0	NA	0.574013948458376	0.74777634285297
KEGG_TASTE_TRANSDUCTION	0.6223776	0.406808	0.6190045	0.5571429	0.52	0.8611111	0.027	0.903	0.015	0.198	0.466	0.009	12	4	19	0	1	0.964093205828523	0.748142210814325
ST_FAS_SIGNALING_PATHWAY	0.6334499	0.4955357	0.6003017	0.5555556	0.76	0.1805556	0.014	0.547	0.042	0.225	0.046	0.989	13	3	14	5	0.326763027852778	0.556151951290064	0.751048706462728
REACTOME_BIOLOGICAL_OXIDATIONS	0.5483683	0.5424107	0.5689291	0.5373016	0.6133333	0.8472222	0.23	0.311	0.118	0.302	0.244	0.007	8	8	11	8	0.998542629838389	0.857251612570859	0.751324435568827
REACTOME_LIPOPROTEIN_METABOLISM	0.5005828	0.593192	0.4693816	0.6190476	0.6933333	0	0.503	0.119	0.714	0.051	0.12	1	16	0	17	2	0.126223639753789	0.371223624948718	0.75282886777603
BIOCARTA_BIOPEPTIDES_PATHWAY	0.5512821	0.5100446	0.5886878	0.584127	0.7466667	0.6388889	0.213	0.423	0.062	0.117	0.065	0.204	12	4	17	2	0.999999002165685	0.936078682265242	0.752937232054607
REACTOME_EXTENSION_OF_TELOMERES	0.6200466	0.5948661	0.6184012	0.5785714	0.6666667	0.1805556	0.034	0.12	0.025	0.142	0.155	0.986	14	2	15	4	0.325413189762337	0.340248885478928	0.754445861320427
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.6401515	0.6261161	0.6917044	0.5944444	0.2933333	0.3055556	0.015	0.051	0.001	0.101	0.919	0.924	14	2	18	1	0.998542631568869	0.460901797481276	0.755414978202833
ST_IL_13_PATHWAY	0.5305944	0.5011161	0.6298643	0.5595238	0.6666667	0.125	0.29	0.496	0.015	0.2	0.159	0.999	16	0	18	1	0.283260628088936	0.692949606533903	0.756083241314492
BIOCARTA_CLASSIC_PATHWAY	0.4356061	0.4626116	0.5101056	0.5293651	0.76	0.2222222	0.852	0.705	0.403	0.345	0.048	0.973	16	0	17	2	0.126223639753789	0.797388627138954	0.756665653860625
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.5506993	0.4860491	0.6377074	0.618254	0.6933333	0.02777778	0.207	0.601	0.005	0.049	0.112	1	13	3	16	3	0.998542629838389	0.927367891250977	0.758126417602724
BIOCARTA_DREAM_PATHWAY	0.5664336	0.6445312	0.6488688	0.6992063	0.1866667	0.02777778	0.13	0.039	0.005	0.003	0.988	1	15	1	18	1	0.998542629836967	0.513986445807217	0.759133726280997
KEGG_PPAR_SIGNALING_PATHWAY	0.5667249	0.5039062	0.5880845	0.5833333	0.6	0.6527778	0.158	0.464	0.06	0.105	0.279	0.17	12	4	16	3	0.998542629838389	0.889454463117154	0.761007855863662
KEGG_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES	0.4699883	0.4129464	0.6090498	0.584127	0.1466667	0.1805556	0.686	0.871	0.022	0.098	0.991	0.988	16	0	18	1	0.283260628088936	0.881251696904292	0.76373545410101
KEGG_ASTHMA	0.5005828	0.5022321	0.6374057	0.5650794	0.06666667	0.125	0.491	0.517	0.01	0.192	1	0.995	16	0	17	2	0.126223639753789	0.64026004027682	0.764284048017064
SA_TRKA_RECEPTOR	0.504662	0.4832589	0.4446456	0.5301587	0.6	0.6805556	0.507	0.582	0.849	0.341	0.276	0.128	16	0	17	2	0.126223639753789	0.678016079001675	0.765546347417224
REACTOME_STABILIZATION_OF_P53	0.5984848	0.4854911	0.5930618	0.5174603	0.6933333	0.7916667	0.059	0.554	0.056	0.386	0.106	0.034	13	3	16	3	0.998542629838389	0.859896666865837	0.76584918529051
REACTOME_SIGNALING_BY_NOTCH	0.5757576	0.6484375	0.4473605	0.6380952	0.7466667	0	0.133	0.03	0.829	0.023	0.056	1	14	2	15	4	0.325413189762337	0.318509859815185	0.76784625826643
REACTOME_INACTIVATION_OF_APC_VIA_DIRECT_INHIBITION_OF_THE_APCOMPLEX	0.7231935	0.4827009	0.6693816	0.465873	0.6933333	0.2916667	0.001	0.595	0.002	0.671	0.1	0.922	15	1	17	2	0.392356272835336	0.351131950759266	0.768058782036283
REACTOME_INTRINSIC_PATHWAY	0.5550699	0.4916295	0.505279	0.6277778	0.7733333	0.3055556	0.189	0.55	0.48	0.038	0.038	0.907	14	2	18	1	0.998542631568869	0.939546708037433	0.770764892375364
REACTOME_SIGNALING_BY_BMP	0.6841492	0.5647321	0.6600302	0.5309524	0.7466667	0.125	0.002	0.2	0.004	0.323	0.064	0.998	14	2	16	3	0.441554681299689	0.249771421438855	0.771450102841031
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.5337995	0.5368304	0.5019608	0.4388889	0.7333333	0.6666667	0.303	0.322	0.465	0.803	0.075	0.143	13	3	12	7	0.148268988981226	0.559066248629216	0.772563427016961
BIOCARTA_NO1_PATHWAY	0.5716783	0.5870536	0.6211161	0.6238095	0.6533333	0	0.128	0.127	0.021	0.045	0.17	1	16	0	19	0	NA	0.530899884886717	0.774283928989958
REACTOME_CONVERSION_FROM_APC_CDC20_TO_APC_CDH1_IN_LATE_ANAPHASE	0.6401515	0.4547991	0.5665158	0.6007937	0.72	0.5694444	0.013	0.73	0.117	0.074	0.073	0.339	15	1	19	0	0.999999002165685	0.887764445516659	0.7745599090837
REACTOME_A_THIRD_PROTEOLYTIC_CLEAVAGE_RELEASES_NICD	0.5072844	0.3660714	0.5037707	0.55	0.7333333	0	0.448	0.961	0.505	0.227	0.065	1	16	0	15	4	0.0348849651021161	0.725846062499465	0.77498430997281
BIOCARTA_TOB1_PATHWAY	0.6905594	0.5122768	0.588537	0.5119048	0.1333333	0.7777778	0.002	0.471	0.053	0.443	0.995	0.033	12	4	12	7	0.299017324688537	0.311256607821445	0.776698915065376
BIOCARTA_ARAP_PATHWAY	0.7400932	0.5089286	0.66546	0.5492063	0.8	0.1666667	0.001	0.46	0.006	0.235	0.025	0.991	11	5	19	0	1	0.676532175688317	0.780368982024267
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.5990676	0.6383929	0.507994	0.6174603	0.6133333	0.6666667	0.068	0.041	0.44	0.041	0.245	0.154	13	3	17	2	0.99854262983839	0.562255602084078	0.780427711701169
BIOCARTA_NDKDYNAMIN_PATHWAY	0.5815851	0.578125	0.494721	0.6198413	0.88	0	0.083	0.167	0.554	0.052	0.009	1	15	1	19	0	0.999999002165685	0.79841392257469	0.780551788909686
BIOCARTA_CTL_PATHWAY	0.7106643	0.4408482	0.6365008	0.5301587	0.7466667	0	0.001	0.809	0.008	0.362	0.06	1	15	1	16	3	0.299008846014946	0.351150156611414	0.781178484425302
BIOCARTA_STATHMIN_PATHWAY	0.6573427	0.5636161	0.6129713	0.5714286	0.7866667	0.2777778	0.005	0.222	0.017	0.17	0.034	0.945	15	1	19	0	0.999999002165685	0.607856850103979	0.783910235994141
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	0.6252914	0.4107143	0.427451	0.4706349	0.9066667	0.4861111	0.027	0.88	0.908	0.679	0.004	0.541	16	0	19	0	NA	0.823233281989745	0.784156278180007
KEGG_PYRUVATE_METABOLISM	0.5775058	0.6339286	0.573454	0.6174603	0.44	0.4166667	0.116	0.035	0.113	0.041	0.665	0.728	13	3	15	4	0.479819232415823	0.427854849750892	0.786898370077969
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.4749417	0.3805804	0.4271493	0.4238095	0.8	0.6388889	0.668	0.944	0.896	0.87	0.019	0.204	16	0	19	0	NA	0.97829677720572	0.789983017510588
REACTOME_GAP_JUNCTION_ASSEMBLY	0.4495921	0.5385045	0.4497738	0.5825397	0.88	0.1388889	0.795	0.311	0.815	0.12	0.006	0.996	14	2	18	1	0.998542631568869	0.945356790697168	0.79165622608097
BIOCARTA_LYM_PATHWAY	0.4796037	0.4698661	0.4174962	0.5460317	0.7733333	0.1527778	0.643	0.68	0.935	0.259	0.04	0.992	16	0	17	2	0.126223639753789	0.745583559120447	0.79408436993934
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.6241259	0.5993304	0.4953243	0.6214286	0.7333333	0.1527778	0.024	0.091	0.525	0.046	0.062	0.999	14	2	16	3	0.441554681299689	0.351520815721797	0.794593180732408
REACTOME_TRANSLOCATION_OF_ZAP70_TO_IMMUNOLOGICAL_SYNAPSE	0.5238928	0.4330357	0.6075415	0.5126984	0.7866667	0.2222222	0.366	0.843	0.033	0.449	0.032	0.975	16	0	19	0	NA	0.950041705005676	0.794849298325117
BIOCARTA_ETS_PATHWAY	0.7983683	0.5401786	0.7179487	0.5333333	0.72	0.2916667	0.001	0.282	0.001	0.31	0.086	0.93	15	1	19	0	0.999999002165685	0.490208670823411	0.795763299659618
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.6637529	0.5491071	0.5936652	0.4793651	0.7733333	0.3472222	0.006	0.274	0.05	0.625	0.038	0.861	14	2	15	4	0.325413189762337	0.312787589396992	0.801168119490802
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	0.6748252	0.6077009	0.5616893	0.5230159	0.72	0.8055556	0.005	0.089	0.143	0.366	0.075	0.025	14	2	18	1	0.998542631568869	0.424063134290033	0.802265491031643
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.6451049	0.4051339	0.4524887	0.6722222	0.3866667	0.02777778	0.016	0.9	0.803	0.002	0.776	1	14	2	14	5	0.230558918839363	0.580572700856527	0.802381345207843
KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS	0.6404429	0.6155134	0.5809955	0.6261905	0.2533333	0.6388889	0.016	0.074	0.078	0.04	0.955	0.182	14	2	18	1	0.998542631568869	0.514769878117715	0.802999756407742
REACTOME_CELL_JUNCTION_ORGANIZATION	0.6212121	0.5379464	0.6171946	0.5583333	0.5866667	0.6527778	0.029	0.309	0.013	0.214	0.3	0.17	13	3	17	2	0.99854262983839	0.750480876695303	0.804407207883682
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.4714452	0.4241071	0.5176471	0.5928571	0.7866667	0.05555556	0.639	0.854	0.374	0.084	0.029	1	15	1	18	1	0.998542629836967	0.966704328767701	0.805851174989424
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.513986	0.6116071	0.5333333	0.6492063	0.6133333	0	0.437	0.071	0.282	0.016	0.249	1	14	2	15	4	0.325413189762337	0.501377178100038	0.806927789726298
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.4892191	0.4453125	0.478733	0.5039683	0.7333333	0.1805556	0.55	0.766	0.663	0.483	0.059	0.99	16	0	14	5	0.0159255859754158	0.658091562256524	0.807122296005426
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.6456876	0.5491071	0.7282051	0.5142857	0.7733333	0.1111111	0.016	0.279	0.001	0.43	0.048	0.998	14	2	18	1	0.998542631568869	0.707334607326054	0.807938553142801
SA_FAS_SIGNALING	0.4498834	0.5636161	0.7022624	0.5198413	0.48	0.6527778	0.786	0.203	0.001	0.372	0.567	0.154	14	2	19	0	0.999999999670207	0.949504650165475	0.808549634335748
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.6433566	0.5714286	0.6165913	0.5912698	0	0.5694444	0.013	0.198	0.02	0.105	1	0.342	15	1	18	1	0.998542629836967	0.492159284542112	0.809456208030252
BIOCARTA_TCRA_PATHWAY	0.7092075	0.5111607	0.6084465	0.5801587	0.7466667	0.01388889	0.001	0.459	0.026	0.129	0.067	1	16	0	19	0	NA	0.252205716194385	0.809906291620242
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.3706294	0.3761161	0.4926094	0.5539683	0.44	0.75	0.974	0.942	0.539	0.24	0.643	0.054	15	1	17	2	0.392356272835336	0.969175146074668	0.809968878075161
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.4574592	0.3950893	0.5809955	0.7079365	0.3466667	0.08333333	0.748	0.911	0.102	0.002	0.845	1	15	1	17	2	0.392356272835336	0.949747663011507	0.811845606456954
BIOCARTA_ACE2_PATHWAY	0.4294872	0.4754464	0.5022624	0.4547619	0.84	0.125	0.869	0.65	0.476	0.719	0.016	0.999	15	1	16	3	0.299008846014946	0.88333353497032	0.811986480877257
REACTOME_CITRIC_ACID_CYCLE	0.4667832	0.5122768	0.5351433	0.5738095	0.01333333	0.1805556	0.694	0.445	0.277	0.143	1	0.987	16	0	15	4	0.0348849651021161	0.55524500540223	0.812544626216244
BIOCARTA_SODD_PATHWAY	0.481352	0.6177455	0.5303167	0.6190476	0.3333333	0	0.623	0.054	0.29	0.039	0.882	1	15	1	15	4	0.147932152047134	0.340748110061698	0.813061666501843
BIOCARTA_CFTR_PATHWAY	0.3997669	0.6300223	0.439819	0.6968254	0.7333333	0.02777778	0.939	0.045	0.881	0.001	0.076	1	16	0	19	0	NA	0.662944727863266	0.815228942808092
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.5897436	0.5524554	0.5791855	0.5460317	0.7333333	0.4027778	0.078	0.24	0.092	0.253	0.065	0.754	16	0	19	0	NA	0.591962587413592	0.815605296844641
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.5480769	0.6060268	0.5152338	0.5428571	0.1066667	0.625	0.231	0.098	0.395	0.293	0.997	0.222	16	0	17	2	0.126223639753789	0.285785695319115	0.815615763776741
REACTOME_E2F_TRANSCRIPTIONAL_TARGETS_AT_G1_S	0.6614219	0.5424107	0.6076923	0.5380952	0.68	0	0.007	0.287	0.028	0.322	0.14	1	16	0	17	2	0.126223639753789	0.1651613546858	0.818477081907128
BIOCARTA_MCM_PATHWAY	0.6518065	0.640625	0.399095	0.6285714	0.7333333	0.4027778	0.007	0.045	0.972	0.038	0.073	0.755	15	1	18	1	0.998542629836967	0.258706791532945	0.819298422173021
BIOCARTA_DC_PATHWAY	0.534965	0.4051339	0.6576169	0.5047619	0.6933333	0.09722222	0.309	0.889	0.004	0.488	0.117	1	16	0	18	1	0.283260628088936	0.835283995372073	0.820185940927715
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.5815851	0.4079241	0.613273	0.4063492	0.56	0.8333333	0.103	0.893	0.034	0.904	0.352	0.011	15	1	18	1	0.998542629836967	0.924549119581351	0.820536945367281
KEGG_SPHINGOLIPID_METABOLISM	0.5696387	0.4933036	0.6395173	0.6087302	0.6933333	0.05555556	0.153	0.55	0.007	0.064	0.114	1	10	6	14	5	0.99854262983839	0.925362663358092	0.820680654724201
KEGG_AFRICAN_TRYPANOSOMIASIS	0.5134033	0.625558	0.5230769	0.6365079	0.4666667	0.6527778	0.405	0.061	0.315	0.024	0.595	0.174	15	1	19	0	0.999999002165685	0.800819777082427	0.82192846596544
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.5134033	0.4207589	0.5245852	0.5833333	0.7866667	0.04166667	0.398	0.868	0.337	0.113	0.029	1	15	1	18	1	0.998542629836967	0.95586490532328	0.825975551421367
BIOCARTA_COMP_PATHWAY	0.4498834	0.4241071	0.4346908	0.5460317	0.7866667	0.02777778	0.782	0.84	0.885	0.246	0.038	1	16	0	17	2	0.126223639753789	0.81876169970868	0.828719268385262
BIOCARTA_CHEMICAL_PATHWAY	0.6987179	0.5546875	0.6102564	0.6079365	0	0.6944444	0.001	0.255	0.029	0.071	1	0.122	12	4	17	2	0.999999002165685	0.462013991476146	0.829591693422398
ST_INTERLEUKIN_13_PATHWAY	0.4527972	0.5011161	0.6301659	0.5452381	0.6266667	0.09722222	0.788	0.496	0.012	0.252	0.234	1	16	0	18	1	0.283260628088936	0.789491389291017	0.829808694287017
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.6013986	0.5825893	0.5574661	0.5230159	0.8133333	0.6111111	0.054	0.132	0.172	0.367	0.022	0.254	13	3	19	0	1	0.803729708040448	0.831651654161888
REACTOME_PHASE_II_CONJUGATION	0.6019814	0.5513393	0.5812971	0.55	0.56	0.7361111	0.071	0.261	0.089	0.24	0.356	0.065	13	3	16	3	0.998542629838389	0.751973625219693	0.832244302059974
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.6340326	0.5055804	0.5484163	0.6031746	0.3866667	0.4861111	0.015	0.501	0.196	0.079	0.768	0.544	13	3	15	4	0.479819232415823	0.641782030325742	0.832540176376492
BIOCARTA_PLCE_PATHWAY	0.3257576	0.3660714	0.3737557	0.7031746	0	0.7777778	0.999	0.964	0.986	0.002	1	0.039	15	1	19	0	0.999999002165685	0.99679976686441	0.834162890583837
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.5681818	0.4899554	0.6078431	0.3595238	0.6933333	0.5694444	0.145	0.551	0.022	0.983	0.118	0.35	2	14	1	18	0.29901718256548	0.738740797331789	0.834456187542017
