	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCA	Number instances predicted as dependent variable class BRCA correctly	Number instances predicted as dependent variable class BRCA incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCA	Number instances with dependent variable class BRCA predicted correctly	Number instances with dependent variable class BRCA predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCA	Proportion instances predicted as dependent variable class BRCA correctly	Proportion instances predicted as dependent variable class BRCA incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCA	Proportion instances with dependent variable class BRCA predicted correctly	Proportion instances with dependent variable class BRCA predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
Visvader_KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES_weka_svm_weights_r_svm_rbf	0.05333333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4514443932239063	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	116.84443118736397	0.5299077712001471	122.20874191024882	14	6	-0.06666666666666665
Visvader_KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES_weka_svm_weights_r_svm_rbf	0.06666666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.47082332710167185	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	121.86015524984448	0.5365577460940802	123.74237683634496	14	6	-0.06666666666666665
Visvader_KEGG_GLYCOSYLPHOSPHATIDYLINOSITOLGPI_ANCHOR_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.4666666666666667	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.38456912118921477	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	99.53553724897324	0.46804206981839636	107.9411090424846	14	6	-0.06666666666666665
Visvader_KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.04	0.75	0.25	0.0	NA	0.25	0.0	0.4251593504157663	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	110.04124363702188	0.48752058481451727	112.43329606318929	15	5	0.0
Visvader_KEGG_GNRH_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.27431024980358465	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	70.99794700798662	0.3561286558963848	82.13133937763436	16	4	0.4666666666666668
Visvader_KEGG_GRAFT_VERSUS_HOST_DISEASE_weka_svm_weights_r_svm_rbf	0.24	0.6	0.25	-0.15000000000000002	NA	0.4	-0.230769230769231	0.48306482724779076	17.0	12.0	5.0	3.0	0.0	3.0	15.0	12.0	3.0	5.0	0.0	5.0	0.85	0.7058823529411765	0.29411764705882354	0.15	0.0	1.0	0.75	0.8	0.2	0.25	0.0	1.0	125.0285435229576	0.5533535952255729	127.61588030851577	12	8	-0.19999999999999996
Visvader_KEGG_HEDGEHOG_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.22081495307303706	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	57.15210550125665	0.3105566785024199	71.62140854369832	18	2	0.6000000000000001
Visvader_KEGG_HEMATOPOIETIC_CELL_LINEAGE_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.294964326227759	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	76.34370796483174	0.3895922276153697	89.84879743705939	16	4	0.4666666666666668
Visvader_KEGG_HEPATITIS_C_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.75	0.25	0.0	25	0.25	0.37500000000000006	0.2942085921861686	14.0	12.0	2.0	6.0	3.0	3.0	15.0	12.0	3.0	5.0	3.0	2.0	0.7	0.8571428571428571	0.14285714285714285	0.3	0.5	0.5	0.75	0.8	0.2	0.25	0.6	0.4	76.1481062128907	0.39035447862990236	90.0245897967277	15	5	0.3999999999999999
Visvader_KEGG_HISTIDINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.32	0.55	0.25	-0.19999999999999996	NA	0.44999999999999996	-0.28571428571428564	0.4660778734656045	16.0	11.0	5.0	4.0	0.0	4.0	15.0	11.0	4.0	5.0	0.0	5.0	0.8	0.6875	0.3125	0.2	0.0	1.0	0.75	0.7333333333333333	0.26666666666666666	0.25	0.0	1.0	120.63192019109763	0.5410573816736232	124.78009478108301	11	9	-0.2666666666666667
Visvader_KEGG_HOMOLOGOUS_RECOMBINATION_weka_svm_weights_r_svm_rbf	0.8266666666666665	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.2572217795862656	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	66.57504883409227	0.3330671530525102	76.81283415411868	19	1	0.8
Visvader_KEGG_HUNTINGTONS_DISEASE_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.2590302214887653	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	67.04311615003337	0.35885909585264686	82.76104071445478	17	3	0.5333333333333332
Visvader_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.33897431673312245	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	87.73452903680817	0.4232697764823335	97.6156034764033	16	4	0.3333333333333335
Visvader_KEGG_INFLUENZA_A_weka_svm_weights_r_svm_rbf	0.8	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.2937800283073115	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	76.0371837971865	0.3766880132253192	86.87279313658166	16	4	0.4666666666666668
Visvader_KEGG_INOSITOL_PHOSPHATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.28564029808941577	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	73.93043009373115	0.3869390921995281	89.23692427929612	16	4	0.4666666666666668
Visvader_KEGG_INSULIN_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.24961312434742008	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	64.60574983109697	0.3439139063142383	79.31434128794406	17	3	0.5333333333333332
Visvader_KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION_weka_svm_weights_r_svm_rbf	0.5466666666666666	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	0.07692307692307666	0.3602152042616368	17.0	13.0	4.0	3.0	1.0	2.0	15.0	13.0	2.0	5.0	1.0	4.0	0.85	0.7647058823529411	0.23529411764705882	0.15	0.3333333333333333	0.6666666666666666	0.75	0.8666666666666667	0.13333333333333333	0.25	0.2	0.8	93.23217051477657	0.44473540996910627	102.5660650572624	14	6	0.06666666666666665
Visvader_KEGG_JAK_STAT_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6133333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.29625689852508114	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	76.67825608884453	0.4145521186630111	95.60511400558359	16	4	0.3333333333333335
Visvader_KEGG_LEISHMANIASIS_weka_svm_weights_r_svm_rbf	0.44000000000000006	0.55	0.25	-0.19999999999999996	50	0.44999999999999996	-0.12499999999999983	0.4055283264485885	14.0	10.0	4.0	6.0	1.0	5.0	15.0	10.0	5.0	5.0	1.0	4.0	0.7	0.7142857142857143	0.2857142857142857	0.3	0.16666666666666666	0.8333333333333334	0.75	0.6666666666666666	0.3333333333333333	0.25	0.2	0.8	104.96027272786998	0.49873902401049375	115.02052239737166	11	9	-0.1333333333333333
Visvader_KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.28689400866944853	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	74.2549198909161	0.3872186377169658	89.3013938112589	16	4	0.3333333333333335
Visvader_KEGG_LINOLEIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.48	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.4023951400377741	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	104.149330362718	0.48444119052373025	111.72311794809887	13	7	-0.1333333333333333
Visvader_KEGG_LIPOIC_ACID_METABOLISM_weka_svm_weights_r_svm_rbf	0.16	0.75	0.25	0.0	NA	0.25	0.0	0.4133534410980064	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	106.98559651948402	0.474515775740127	109.43409234861696	15	5	0.0
Visvader_KEGG_LONG_TERM_DEPRESSION_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.26357552810109114	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	68.21954844969417	0.35132074181551026	81.02252542364099	17	3	0.5333333333333332
Visvader_KEGG_LONG_TERM_POTENTIATION_weka_svm_weights_r_svm_rbf	0.7133333333333334	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.31440467373175485	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	81.37532731880714	0.4096064179910371	94.46452334087653	16	4	0.3333333333333335
Visvader_KEGG_LYSINE_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.30666666666666664	0.75	0.25	0.0	NA	0.25	0.0	0.39822001448223143	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	103.0687096306952	0.45822486506844956	105.67703912924459	15	5	0.0
Visvader_KEGG_LYSINE_DEGRADATION_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2941517949569104	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	76.13340575355329	0.377454458793845	87.04955285546649	16	4	0.3333333333333335
Visvader_KEGG_LYSOSOME_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.26911492954026583	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	69.65327588100999	0.3434087848390743	79.19784882765829	18	2	0.6000000000000001
Visvader_KEGG_MALARIA_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.2943647137472062	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	76.18851414633572	0.39393898725184284	90.85125872453311	16	4	0.3333333333333335
Visvader_KEGG_MAPK_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.27874443386455805	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	72.14561817670915	0.36357891095205824	83.84953704664048	16	4	0.3333333333333335
Visvader_KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG_weka_svm_weights_r_svm_rbf	0.37333333333333335	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.40728217769051794	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	105.41421069636935	0.4816500470542877	111.07941700534982	13	7	-0.1333333333333333
Visvader_KEGG_MEASLES_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.4666666666666668	0.29565836495082026	15.0	13.0	2.0	5.0	3.0	2.0	15.0	13.0	2.0	5.0	3.0	2.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	0.75	0.8666666666666667	0.13333333333333333	0.25	0.6	0.4	76.52334151668289	0.40686128883436246	93.83143434152376	16	4	0.4666666666666668
Visvader_KEGG_MELANOGENESIS_weka_svm_weights_r_svm_rbf	0.72	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.31578915287180054	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	81.73366309623073	0.41033694258513287	94.63299886894198	16	4	0.3333333333333335
Visvader_KEGG_MELANOMA_weka_svm_weights_r_svm_rbf	0.8933333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.7333333333333334	0.21792659139789405	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	56.40452953827847	0.3003702559003949	69.27218862578658	18	2	0.7333333333333334
Visvader_KEGG_METABOLIC_PATHWAYS_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.85	0.25	0.09999999999999998	50	0.15000000000000002	0.5	0.29770683219177385	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	77.05353303787088	0.39077319374459824	90.12115499196892	17	3	0.3999999999999999
Visvader_KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.2756720772959762	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	71.35042000601737	0.38234875690704917	88.17828892512959	16	4	0.3333333333333335
Visvader_KEGG_MINERAL_ABSORPTION_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.2863005972286817	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	74.1013310474235	0.3814285371756345	87.96606539913284	17	3	0.5333333333333332
Visvader_KEGG_MISMATCH_REPAIR_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2977112408198989	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	77.05467409456207	0.36923116726208133	85.15307545491434	17	3	0.3999999999999999
Visvader_KEGG_MRNA_SURVEILLANCE_PATHWAY_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5	0.2597627758505127	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	67.23271845542682	0.3363632475023473	77.57298823719552	17	3	0.3999999999999999
Visvader_KEGG_MTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.7333333333333334	0.22240321601643148	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	57.563185321899915	0.3088316775760759	71.22358423452643	18	2	0.7333333333333334
Visvader_KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.37333333333333335	0.75	0.25	0.0	NA	0.25	0.0	0.3718742874827393	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	96.24981558376783	0.4528603852426025	104.43986850041065	15	5	0.0
Visvader_KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY_weka_svm_weights_r_svm_rbf	0.5466666666666666	0.7	0.25	-0.050000000000000044	50	0.30000000000000004	0.07692307692307666	0.3741353058422551	17.0	13.0	4.0	3.0	1.0	2.0	15.0	13.0	2.0	5.0	1.0	4.0	0.85	0.7647058823529411	0.23529411764705882	0.15	0.3333333333333333	0.6666666666666666	0.75	0.8666666666666667	0.13333333333333333	0.25	0.2	0.8	96.83502033564248	0.49519340986227434	114.20282341671374	14	6	0.06666666666666665
Visvader_KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION_weka_svm_weights_r_svm_rbf	0.68	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.31379781007707636	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	81.21825672583152	0.4120028494016044	95.01719473706373	16	4	0.3333333333333335
Visvader_KEGG_NEUROTROPHIN_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.8800000000000001	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.625	0.22747330121147447	14.0	13.0	1.0	6.0	4.0	2.0	15.0	13.0	2.0	5.0	4.0	1.0	0.7	0.9285714285714286	0.07142857142857142	0.3	0.6666666666666666	0.3333333333333333	0.75	0.8666666666666667	0.13333333333333333	0.25	0.8	0.2	58.875442666499275	0.31773449024238526	73.27677460942537	17	3	0.6666666666666667
Visvader_KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6533333333333333	0.75	0.25	0.0	NA	0.25	0.0	0.34080459429989435	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	88.20824793644324	0.4161759786368856	95.97961291884948	15	5	0.0
Visvader_KEGG_NITROGEN_METABOLISM_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3003028163509173	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	77.72543482023742	0.372821465359876	85.98107956706487	16	4	0.19999999999999996
Visvader_KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.29590894084654895	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	76.5881964544009	0.37051674608224594	85.44955906730401	18	2	0.6000000000000001
Visvader_KEGG_NON_HOMOLOGOUS_END_JOINING_weka_svm_weights_r_svm_rbf	0.09333333333333334	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.44210123727322437	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	114.42620258836396	0.5022246521650497	115.82438724836351	13	7	-0.1333333333333333
Visvader_KEGG_NON_SMALL_CELL_LUNG_CANCER_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.23770744572953223	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	61.52428007117305	0.3260673105204198	75.19851182123573	18	2	0.6000000000000001
Visvader_KEGG_NOTCH_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.27549868554757273	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	71.30554214172471	0.3675658602650935	84.76901791875991	17	3	0.5333333333333332
Visvader_KEGG_NUCLEOTIDE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.23647646578820797	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	61.20567349812442	0.32268193467506806	74.41776742487262	18	2	0.6000000000000001
Visvader_KEGG_N_GLYCAN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.76	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.29907429702517085	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	77.40746511239716	0.3948187317532541	91.05414774515727	17	3	0.5333333333333332
Visvader_KEGG_OLFACTORY_TRANSDUCTION_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.75	0.25	0.0	100	0.25	0.0	0.3283091778969395	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	84.97414016156081	0.42027103304871405	96.92402527685309	15	5	0.0
Visvader_KEGG_ONE_CARBON_POOL_BY_FOLATE_weka_svm_weights_r_svm_rbf	0.42666666666666664	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.39397719668520803	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	101.97056855381854	0.4690421979045946	108.1717612461437	14	6	-0.06666666666666665
